TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG20210302195156_jpg.rf.006cb09e45b9b3fa55bdb5b89732da22.jpg.jpeg,black-bishop,0.45824997765677317,0.22866666316986084,,,0.5602499757494245,0.4259999820164272
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG20210302195156_jpg.rf.006cb09e45b9b3fa55bdb5b89732da22.jpg.jpeg,black-king,0.4559999874659947,0.6746666772024972,,,0.596749986921038,0.8546666417803083
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG20210302195156_jpg.rf.006cb09e45b9b3fa55bdb5b89732da22.jpg.jpeg,black-queen,0.7457500185285296,0.438333341053554,,,0.9662500108991351,0.6496666499546596
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG20210302195156_jpg.rf.006cb09e45b9b3fa55bdb5b89732da22.jpg.jpeg,black-rook,0.07100000126021248,0.4743333544049944,,,0.24124998705727713,0.6683333260672433
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG20210302195156_jpg.rf.006cb09e45b9b3fa55bdb5b89732da22.jpg.jpeg,black-queen,0.5920000076293945,0.12999999523162842,,,0.747000013078962,0.41800001689365934
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG20210302195156_jpg.rf.006cb09e45b9b3fa55bdb5b89732da22.jpg.jpeg,white-bishop,0.6094999994550433,0.48066667148045134,,,0.747000013078962,0.6353333336966378
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG20210302195156_jpg.rf.006cb09e45b9b3fa55bdb5b89732da22.jpg.jpeg,white-bishop,0.7739999634878976,0.6886666161673409,,,0.9627500261579242,0.8356666564941406
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG20210302195156_jpg.rf.006cb09e45b9b3fa55bdb5b89732da22.jpg.jpeg,white-knight,0.03350000083446503,0.7559999738420758,,,0.21999999455043248,0.9326666423252651
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG20210302195156_jpg.rf.006cb09e45b9b3fa55bdb5b89732da22.jpg.jpeg,white-king,0.248249990599496,0.12066666569028582,,,0.4055000032697405,0.41966666494097027
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG20210302195156_jpg.rf.006cb09e45b9b3fa55bdb5b89732da22.jpg.jpeg,white-queen,0.437000002179827,0.42900000299726215,,,0.5745000158037458,0.6433332988194057
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG20210302195156_jpg.rf.006cb09e45b9b3fa55bdb5b89732da22.jpg.jpeg,white-queen,0.22699999809265137,0.6840000152587891,,,0.4112499782017299,0.8653332846505302
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG20210302195156_jpg.rf.006cb09e45b9b3fa55bdb5b89732da22.jpg.jpeg,white-king,0.7714999743870327,0.1489999975476946,,,0.9849999972752163,0.42733332089015413
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG20210302195156_jpg.rf.006cb09e45b9b3fa55bdb5b89732da22.jpg.jpeg,white-knight,0.2529999869210379,0.49633332661220003,,,0.3995000294276646,0.6619999749319894
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/8f3c51e3-00000112_jpg.rf.025de05719ed51ebc9a348aeb9256ceb.jpg.jpeg,white-pawn,0.28500000068119596,0.3266998359135219,,,0.5912500108991351,0.9950248854500907
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG_20200830_204450_jpg.rf.026db3e809cc170d85cb03fcdf33ebef.jpg.jpeg,white-bishop,0.5880682127816337,0.35633679798671175,,,0.735795429774693,0.40017359597342356
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG_20200830_204450_jpg.rf.026db3e809cc170d85cb03fcdf33ebef.jpg.jpeg,white-bishop,0.4682765007019043,0.29405382701328825,,,0.5800189290727887,0.3452690669468471
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG_20200830_204450_jpg.rf.026db3e809cc170d85cb03fcdf33ebef.jpg.jpeg,white-rook,0.8191287858145577,0.3658853939601353,,,0.9711174283708844,0.4038628169468471
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG_20200830_204450_jpg.rf.026db3e809cc170d85cb03fcdf33ebef.jpg.jpeg,white-queen,0.4602272851126535,0.4772135189601353,,,0.6316287858145577,0.5284287929534912
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG_20200830_204450_jpg.rf.026db3e809cc170d85cb03fcdf33ebef.jpg.jpeg,white-pawn,0.6117424283708844,0.29578992298671175,,,0.7159090723310199,0.3344184330531529
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG_20200830_204450_jpg.rf.026db3e809cc170d85cb03fcdf33ebef.jpg.jpeg,white-pawn,0.5880682127816337,0.23719617298671178,,,0.707859856741769,0.28125
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG_20200830_204450_jpg.rf.026db3e809cc170d85cb03fcdf33ebef.jpg.jpeg,white-pawn,0.8394886425563267,0.19878472600664412,,,0.9474432127816337,0.23546007701328822
TEST,/content/drive/MyDrive/Chesspiece_detection/data/images/IMG_20200830_204450_jpg.rf.026db3e809cc170d85cb03fcdf33ebef.jpg.jpeg,white-pawn,0.8555871418544224,0.3159721919468471,,,0.9630682127816337,0.35069445201328825
