,filename,correct_anot
0,4d572507-00000060_jpg.rf.36046ebfb2c005ae42c5b42377f31f38.jpg,y
1,8ea75f33-00000180_jpg.rf.8bb16ffe8daa8a956eaf41c6a91b77c7.jpg,y
2,2964d870-00000008_jpg.rf.1d67b0310527c236140e718d37ea94dc.jpg,y
3,0d8f7496-00000192_jpg.rf.088f9e6f8b83cb02e6675c69b8eae023.jpg,y
4,ec91bf75-00000170_jpg.rf.6302b1d5d074d28f9f37cbd02e1368fd.jpg,y
5,f35981b6-00000018_jpg.rf.42bef31fa1df13cd3ea5b839594c635b.jpg,y
6,26c0ccea-00000076_jpg.rf.4ee60bc8e8d9319606bc79b306d0fd9d.jpg,y
7,538b6575-00000006_jpg.rf.353998e05cc9ad47d3916f8d1912cdcc.jpg,y
8,850705f9-00000174_jpg.rf.2c6e7405457c23e5f58b43ea59b2d78c.jpg,y
9,4335bcaf-00000034_jpg.rf.8fbdeaad3acd933fea15ff37fcf71b1b.jpg,y
10,92817f75-00000090_jpg.rf.8084d1d79f70b8f081d943b8219f012e.jpg,y
11,18f89c46-00000023_png.rf.50dbb36fdfecdbd28c92d3234f4b9c06.jpg,y
12,e0c8bb1a-00000061_jpg.rf.a04906337e0370bc30d44ba4c7a16932.jpg,y
13,IMG20210302200815_jpg.rf.a710ead997bd4006fda80bd253b50a0c.jpg,y
14,7458183f-00000145_jpg.rf.185934e10a48b502e86236b11972740f.jpg,y
15,104fda9c-00000106_png.rf.2e14356920da0eba10a638ea947e07cb.jpg,y
16,c2ec06b3-00000195_jpg.rf.29da2e109f6d3b186fb80c904000e549.jpg,y
17,16253e5b-00000066_jpg.rf.77f073929850d6238f47dbafee2096ab.jpg,y
18,f047fa93-00000060_jpg.rf.bc1db195f29dffc20a4223a8966bf511.jpg,y
19,825ea7f8-00000148_png.rf.eb7e7dadd8becf7a7465c659f53110c7.jpg,y
20,a5a4c65c-00000103_jpg.rf.84e83b2d3eef0e81813f4748a33b665e.jpg,y
21,IMG_20200830_134722_jpg.rf.ba1cf049b6cc18dc04c78d41ebffac8d.jpg,y
22,0eae7f49-00000086_jpg.rf.a382c60c64c5407c7e4a0e70245cc2d6.jpg,y
23,IMG_20200830_134651_jpg.rf.2f7a54798076287e0ff2382fc666639a.jpg,y
24,71f52060-00000023_jpg.rf.fe5365a5ea6e5acd2a31cee99c9f3328.jpg,y
25,0d0028d6-00000069_jpg.rf.d35f9df7c0565c56c842fcc75a2b0a00.jpg,y
26,2d4774d3-00000101_jpg.rf.5b1ad8c9d84307940db433a5e724b64d.jpg,y
27,eae253c8-00000063_jpeg.rf.95ecfa531c17bd4c112cf455cf581b78.jpg,y
28,73db2b78-00000028_jpg.rf.bdee77a7835de1f2d8c2f60383f0b84f.jpg,y
29,8f3c51e3-00000112_jpg.rf.025de05719ed51ebc9a348aeb9256ceb.jpg,y
30,d41111de-00000040_jpg.rf.c2c5fb35e2cf0c6a8055839f04b91ba7.jpg,y
31,54d51195-00000006_JPG.rf.db3df8d22da0256e33c13642f1e04e70.jpg,y
32,7358bd67-00000179_jpg.rf.6186fe6036c9f0014f142de7c1a02dd3.jpg,y
33,e520813c-00000015_jpg.rf.5dbeb2763a9885a4876f4f2bb1240f7e.jpg,y
34,f18498d8-00000074_jpg.rf.4f45aa4bf56e7a700d758b281e3eb0b5.jpg,y
35,c26983d8-00000113_jpg.rf.1ea00c61e7cb9ba224a78a3c70fee674.jpg,y
36,7bf8b76b-00000151_jpg.rf.0ec72caf8819f35cbffc6b3a0176d9b0.jpg,y
37,76dfc0bb-00000145_png.rf.bff3442264151a904c10ffae0853f457.jpg,y
38,9108f444-00000044_jpg.rf.3c516364837a71e528258d330d4b06a9.jpg,y
39,999c7317-00000058_jpg.rf.642e2f6d6925d0d726d69df37452f2cb.jpg,y
40,49164ba7-00000067_jpg.rf.bbb872a572377b44a538660727a6e44b.jpg,y
41,29c4e3d0-00000199_jpg.rf.746716e8337283793dba7284692d48e7.jpg,y
42,46ec49be-00000033_jpg.rf.39a603789b8c0020851ee4b7d0f62b8f.jpg,y
43,1800659c-00000085_png.rf.621bb241ba717741df215c7f373b86a9.jpg,y
44,f785e0d5-00000219_jpg.rf.3c5ab155fb414d83721d1061ae7d1d3f.jpg,y
45,0fdf9c18-00000192_jpg.rf.ea87b66e32b2375300fa90e01f9eabc5.jpg,y
46,f8d490d2-00000039_jpg.rf.0bf0b6100386f53989161e5d7b971d3f.jpg,y
47,8667dd0e-00000178_jpg.rf.1fec8607731686963da03fab55adfee3.jpg,y
48,809d3fb8-00000012_jpg.rf.3483af03c163dd370a7363a5d454c2bd.jpg,y
49,89173665-00000164_jpg.rf.868b7357e7d32b9f563b1846616fae98.jpg,y
50,4e6f6886-00000110_jpg.rf.2df98779652755852c0a6c23b745ea00.jpg,y
51,ba234af1-00000121_jpg.rf.15d416c1343aca47746a648104beaec4.jpg,y
52,e11e06db-00000135_jpg.rf.f222ee42c14567f09a68c00ca1225008.jpg,y
53,9e0db4bd-00000187_jpg.rf.09457e0aeb3136fd55bac12c4a8b4a96.jpg,y
54,062e79ad-00000149_jpg.rf.95fd3ac864e2a2ccd0969c4ed9a95209.jpg,y
55,eeff8d87-00000017_jpg.rf.11f45dfc9251ad418a6b13a9188e863b.jpg,y
56,98e2368b-00000126_jpg.rf.e2fb9fc8691860af770765346ca75d1f.jpg,y
57,a8399b7e-00000009_jpg.rf.4f337cd6261d230a580b8279867106f4.jpg,y
58,e7a59746-00000156_png.rf.61355538e730b074e1fedce979a6ffa0.jpg,y
59,69a45528-00000279_jpg.rf.803a923228e57a83b60e9c7471ce5310.jpg,y
60,d09705b0-00000005_jpg.rf.57d8ff535b6c520820bff3e987650aae.jpg,y
61,6207b35f-00000198_png.rf.d898619108e99bb30862efc761a21c75.jpg,y
62,07d6d3a2-00000013_jpg.rf.7fb3f42de324e45dbb009c399e4b72cd.jpg,y
63,859ed19c-00000020_jpg.rf.08b8d227d6b5a0225eb7035266a664d6.jpg,y
64,82b52cb7-00000040_png.rf.17b297c2de175c9ffc899a328980b879.jpg,y
65,5c432f26-00000043_jpg.rf.0b9934572afd2603e3ee885c08909b68.jpg,y
66,a349d9dc-00000047_jpg.rf.3e63ab8ef1b31db0a90acb04aa7aab4e.jpg,y
67,860ec709-00000143_jpg.rf.d25be2fff5db841d195810a567a2b2e8.jpg,y
68,8b366622-00000128_jpg.rf.786883f44bf31bf652c04f07e4d9ef86.jpg,y
69,ed60240b-00000199_jpg.rf.933ac01d8a0d4a79506f9458ebc7f2e8.jpg,y
70,5598b255-00000107_jpg.rf.03f57bde7c3b39961989afd4da484b80.jpg,y
71,IMG_20200830_134724_jpg.rf.649f75dc32229593a25be760a26faf65.jpg,y
72,25955e89-00000084_png.rf.260f56ca7a1eaead6414f12e6674d3d9.jpg,y
73,2039fb2b-00000199_jpg.rf.668de34380ed42b0bba23d409a031544.jpg,y
74,812b4dfc-00000020_jpg.rf.c654ab98a971682e2b42ecbcf8d6f86d.jpg,y
75,IMG_20200829_012422_jpg.rf.e922de3f57fb5ae61b66109c43d91043.jpg,y
76,9fd3a46a-00000004_jpg.rf.4d53f19e8c869f3896758c1f8a2747cd.jpg,y
77,06827da9-00000037_jpg.rf.d5eb5f776483f889ae0ffcc217263a53.jpg,y
78,1a8c0a84-00000144_png.rf.3fd26c826f4b16b456c194f46e26706a.jpg,y
79,eb229fbc-00000078_jpg.rf.66f8033a3f2d7af991c0b20b361cf227.jpg,y
80,1924a19b-00000026_jpg.rf.8801d694e2b140e84d6f19cb3c0b85c2.jpg,y
81,da233823-00000151_png.rf.57752b85d0ab137086bd56f8f00b1a97.jpg,y
82,4bf8b56d-00000204_jpg.rf.dcc99fa112ac2ad35a0b3c0ac9474f1a.jpg,y
83,f712ff24-00000055_jpg.rf.8359ce4191d0389022d58894d0960c00.jpg,y
84,07c5b1b4-00000094_jpg.rf.9341a61c24f80b48b826ca638a27f6cf.jpg,y
85,IMG_20200830_134712_jpg.rf.fb22d82c8fbd3427c182a62009396b9f.jpg,y
86,472a6add-00000142_jpg.rf.5211dfb07c1153a78c8891c89a4e260a.jpg,y
87,123c171a-00000173_jpg.rf.cfbd01d7a99c0257e6c20e3d902534e4.jpg,y
88,IMG_20200830_134704_jpg.rf.a87479ee2bbf3c0acf382ae462745f9f.jpg,y
89,0c1981d0-00000088_jpg.rf.e61670afb2efd21b077afbecf54c9fcd.jpg,y
90,10961af4-00000007_jpg.rf.5e6b7fefc312666c7a08beb56e3d6185.jpg,y
91,IMG20210314100340_jpg.rf.8afa1da82dd42f34463d4c8db729fbfa.jpg,y
92,f526d051-00000145_jpg.rf.9326e985c92e7d66a2b8886d9e63957c.jpg,y
93,411ed360-00000113_png.rf.a779c07e96c9c21b631ae648860b2147.jpg,y
94,6361f9a0-00000094_jpg.rf.c54cf70d9c5dccb6954d916738121bd1.jpg,y
95,11a8dd81-00000012_jpg.rf.34d5772c91a9307f78f7018b6ca55594.jpg,y
96,23946a6d-00000197_jpg.rf.34df21997f5ed909d6bff7ba8fc5ce50.jpg,y
97,58d82e6d-00000006_jpg.rf.a16e675ab6b5220a063df78f32eb65ec.jpg,y
98,bdd22757-00000058_png.rf.6ac9a4d607e4400de389fca98023acf9.jpg,
99,073210af-00000014_jpg.rf.7b2177680f2dd8aa4fa332264a4a41f5.jpg,y
100,0abfe858-00000150_png.rf.b69c1040fd26c190ea1352174a1225ad.jpg,y
101,780c4167-00000037_jpg.rf.4843785d915951d3038df8fbfb8ea7f1.jpg,y
102,93190daa-00000083_jpg.rf.6a590c84ec2bb58934dcc012d8829656.jpg,y
103,58003921-00000028_jpg.rf.2fbaf1b4cd4e09862b595e346ae93005.jpg,y
104,fa1a11b4-00000050_jpg.rf.3ea0360401b87f0bb98c3d16ebf34e6f.jpg,y
105,fea520ac-00000138_jpg.rf.39efdda470e2fdbe1e0a255239ee6d3d.jpg,y
106,04652a44-00000180_jpg.rf.ebbb845fae5c1646d91653b23393edb4.jpg,y
107,498c21f1-00000127_jpg.rf.4a69e49e4700cec8794bd426e272a690.jpg,y
108,e82e3bd3-00000029_jpg.rf.e627078aba73b6f4532c27110098abf4.jpg,
109,62b6d5c3-00000018_jpg.rf.2e8fb4d8a95e869babbeac60425d245b.jpg,y
110,94bda966-00000045_jpg.rf.cc7fc833e8dc28b3740e9e5f3917b290.jpg,y
111,24f175b0-00000004_jpg.rf.eb47a054b20019002557b2c46584efae.jpg,y
112,e4e5a199-00000124_png.rf.a4b3edb4e583448273ef51a1a26e8d86.jpg,y
113,e7d618d1-00000136_png.rf.7825f713ca0fea196467d15fb5774055.jpg,y
114,c37b97dd-00000118_jpg.rf.075aff0342dd2b6c1c2c736b9bcc80f6.jpg,y
115,59d338d9-00000025_jpg.rf.73899fb45782d01691f7f6494aacde54.jpg,y
116,3d015736-00000034_jpg.rf.53323be34a7595c5754751132c552704.jpg,y
117,5157f0e8-00000172_jpg.rf.a59690ebee178662f4ea8309d0cb4175.jpg,y
118,05dcbe18-00000003_JPG.rf.394df90d6550a10405ca7bc28f635309.jpg,y
119,c1db9b9e-00000214_jpg.rf.0bb52e6866182714f1db15f396c82e9f.jpg,y
120,656fb621-00000110_jpg.rf.2b7bbd9659b43096a17fb37afb7b2039.jpg,y
121,0fae2061-00000061_jpg.rf.fae9157beff421336ed01850ea28079c.jpg,y
122,c78_jpg.rf.26ad18679f52d7a08b77d3de4f06512c.jpg,y
123,5f60f436-00000015_jpg.rf.11d0035d4b1d6cad97e209b8e2aad872.jpg,y
124,1abde7c2-00000116_jpg.rf.ee315b4b407b8fa153f53dd3d96ab1c7.jpg,y
125,5e5cedaf-00000049_jpg.rf.5229c81ed288b9e91a2a0175755dbdb3.jpg,y
126,563ac447-00000067_jpg.rf.d83c72cfa611df26b2d7a093a61b645d.jpg,y
127,f0a3216d-00000038_jpg.rf.8ba61d2edd789949f3a42238807b4663.jpg,y
128,82c31f4f-00000016_jpg.rf.c8f86d5fb8ba083d239c3d78817ba9c9.jpg,y
129,d9d24958-00000192_jpg.rf.02a0433ea7d96ed1e82a10e1c98ac99c.jpg,y
