,filename,correct_anot
0,c2743ce1-00000021_jpg.rf.1c82e1bac9fe40312959e21b412d3199.jpg,y
1,1660301703726_jpg.rf.3612717efced7243c0069c54e2131b89.jpg,y
2,IMG20210318012226_jpg.rf.8d4294d8c779429536b6a8f2c8e344e9.jpg,y
3,IMG_20220809_201913_jpg.rf.0cd6f51058e41dd1dd3a380e6d24c82a.jpg,n
4,IMG_20220814_105223_jpg.rf.e0f90b29002c921bd6c8a34bdf351ff5.jpg,y
5,IMG_20200829_040933_jpg.rf.85568ceca1d590132fc8650f3c01bf52.jpg,y
6,IMG_20200830_214224_jpg.rf.8f0bb403a0dbf065a9a0a4234e84de4f.jpg,y
7,IMG20210318012246_jpg.rf.eb026e7f9e67f5a730a5322302030fb8.jpg,y
8,IMG_20220815_170042_DRO_jpg.rf.4f33f1759f35824d36e735328c205e89.jpg,y
9,1be_jpg.rf.6cf9bde96c4c6b71da2ed66c23931c33.jpg,y
10,Inverse--13-_jpg.rf.170af53be7d3369e2fc7fd04e08d7101.jpg,y
11,IMG_20220810_174039_jpg.rf.5835dfa4621f364b4eb25a2f761296c4.jpg,y
12,IMG20210318212517_jpg.rf.1f52694bea0f75693ee0a7632b24d2a6.jpg,y
13,IMG20210318012000_jpg.rf.087fab5df92b5b838fa8930ae74acf6c.jpg,y
14,IMG_20200830_134525_jpg.rf.700b64ce5977256952d5879cb7254b06.jpg,y
15,IMG20210314104944_jpg.rf.4a5e060fb19a469d9788d60d2fb05ad4.jpg,y
16,20a348f7-00000043_jpg.rf.27ccb07080a3bb8a26c57e0179a0ffb5.jpg,y
17,IMG_20220814_105408_jpg.rf.e65cbd9aac8cabbfee2e36575d485d15.jpg,y
18,d48f1130-00000001_png.rf.287ed4f406a2b8f55997d5a55c3089d7.jpg,y
19,IMG20210330234812_jpg.rf.9d6c94d6cbcc87456737c3a2f0e35950.jpg,y
20,IMG_20200830_202807_jpg.rf.493bf6b1e212ac72ff7f2884f1f84976.jpg,y
21,IMG20210318212540_jpg.rf.a457b58d1bc757865be75360bdf35b22.jpg,y
22,IMG_20220814_183724_jpg.rf.0823db5ef528ffbd41dd6fdd3d5a1b63.jpg,y
23,IMG20210318011445_jpg.rf.ad48f21bf58cfff7ca57cee42fd32b45.jpg,y
24,IMG20210319201337_jpg.rf.8fd66bbb02e0ff46b3f9303d12776d30.jpg,y
25,IMG_20220815_171252_DRO_jpg.rf.e0471e6c61045b4d3746077ca6d37501.jpg,y
26,Inverse--14-_jpg.rf.e8a57f8d56288d6769d1ef62fb156b82.jpg,y
27,1660301644723_jpg.rf.ee42afe2274889d9cb0a34628326d87b.jpg,y
28,IMG_20220814_105026_jpg.rf.0775cb75b356bceaa5230705f2d24b52.jpg,y
29,1660301644867_jpg.rf.644ce23daba3bcbad8a8bdee0a732b16.jpg,y
30,IMG_20200909_204919_jpg.rf.001f2daddb9032f11357b47f44a29072.jpg,y
31,IMG_20220808_142726_jpg.rf.d88f646ada1e992d607abb34b5049fc5.jpg,n
32,IMG_20220815_211659_DRO_jpg.rf.7a7e0a20fe5d3dbceec09c961c297cba.jpg,y
33,IMG_20200830_204305_jpg.rf.9b614b7a5b48743980e87eacaba5fca4.jpg,y
34,IMG20210318010644_jpg.rf.27ea1bf2828975b3d4f1246c990af74f.jpg,y
35,IMG_20200830_134448_jpg.rf.d252f6e5feb542bab49af12a852f350a.jpg,y
36,f8d490d2-00000039_jpg.rf.0bf0b6100386f53989161e5d7b971d3f.jpg,y
37,IMG20210318011906_jpg.rf.8d917da41f04a081fc394fd478bc4825.jpg,y
38,IMG_20220809_205648_jpg.rf.2de8969928cdfa87a15af4974c839ee6.jpg,n
39,IMG_20200830_134507_jpg.rf.e614e7aaa24e665e89089ea83733d013.jpg,y
40,IMG_20220815_165839_DRO_jpg.rf.c020ab770be6ac64b21d519374727b01.jpg,y
41,IMG_20200909_204955_jpg.rf.3fb6ba420d5c2aa66f60fd179297308c.jpg,y
42,IMG_20200830_134844_jpg.rf.40e5044fe39f035838d4ce1125493c54.jpg,y
43,IMG20210314101034_jpg.rf.e6c3fe0a7d14ba9e9a1641abe1dc7709.jpg,y
44,IMG_20220808_141117_jpg.rf.bf38fe8dc337e39df2bc2f2da3815937.jpg,n
45,82f99fc4-00000081_jpg.rf.aead9c363c89886fb6e18f32405dfdda.jpg,y
46,IMG_20220814_105245_jpg.rf.6c49b2338c6f282b0faa376cf9140f9d.jpg,y
47,IMG_20200909_204902_jpg.rf.489e808ad21deb9572d122e021464fd0.jpg,y
48,IMG_20220815_170829_DRO_jpg.rf.32125b06ed66606395e23829d5a7c9f5.jpg,y
49,IMG_20200830_210426_jpg.rf.e2774555bc3999803aefcdf571457b54.jpg,y
50,IMG_20200829_041212_jpg.rf.6bf92ae36140ccf3acd4afa1be7eda8a.jpg,y
51,IMG20210302195354_jpg.rf.f66dbf2dceecc3590d02d07d38511923.jpg,y
52,1660301644805_jpg.rf.d897b0b392f15509be4a7ff944160189.jpg,y
53,IMG20210318223413_jpg.rf.418a0f8197f3965454c418a9f1a2e467.jpg,y
54,IMG_20220809_234036_jpg.rf.bb5a1e2e52d52ce6d941ae9d7ace470b.jpg,n
55,e82e3bd3-00000029_jpg.rf.e627078aba73b6f4532c27110098abf4.jpg,y
56,IMG_20210513_213551_jpg.rf.64fd1d61db0ff9e83b6cce63213f4963.jpg,n
57,IMG_20220814_092913_jpg.rf.bdc0cb29d5a5d8c3f29a30dfca82edd6.jpg,y
58,IMG20210302200822_jpg.rf.b6249a11f167b9cbf7f9335e7c333494.jpg,y
59,IMG_20200912_234856_jpg.rf.1c5f19d0f8776c2a96b8abb80b59aaf9.jpg,y
60,IMG_20220814_110244_jpg.rf.f1f628fbf1eb900f68ae8dbefde6181a.jpg,y
61,IMG_20200830_210642_jpg.rf.f83370abcaf8160a3d6e335bd157809d.jpg,y
62,Inverse--10-_jpg.rf.58f198fe4fd61d847e660bfeed490334.jpg,y
63,IMG_20220815_171432_DRO_jpg.rf.f0ab4ca978a9fdab28998d7fbccceb17.jpg,y
64,IMG_20220813_224625_jpg.rf.7eda18eeb5ef09ed255c1ad44aa9a085.jpg,n
65,IMG_20220810_121641_DRO_jpg.rf.5eda03e490e9538270a8ab3d610fb1bd.jpg,y
66,IMG_20220809_233522_jpg.rf.fa014da3e04ac0dd7e57d9d72c2d10ce.jpg,n
67,e6e5d450-00000074_jpg.rf.1ec106670fd483a45e1d3cc7b32bb0ed.jpg,y
68,IMG_20220810_113331_DRO_jpg.rf.30152706627acb2e391fc03a6584dd6d.jpg,y
69,IMG_20200830_134712_jpg.rf.fb22d82c8fbd3427c182a62009396b9f.jpg,y
70,IMG_20220813_222251_jpg.rf.10d7867977a11e3d52d342ec77b1e72a.jpg,n
71,IMG20210318212721_jpg.rf.efeeabd572fdec33c78c34607df35b6e.jpg,y
72,55767dd4-00000102_jpg.rf.1caab4e071967bfd647a390c7d34879d.jpg,y
73,IMG_20200830_134511_jpg.rf.90b929bc1082b58de32a801ecff01887.jpg,y
74,IMG_20200830_213211_jpg.rf.239be6fe009f7c8f818e0bd18000f066.jpg,y
75,c7053aad-00000113_png.rf.295813f996f034efd5ee0f9f0508be57.jpg,y
76,IMG_20200908_235907_jpg.rf.0d52e4bf6c814a311fb2fadd30028296.jpg,y
77,656fb621-00000110_jpg.rf.2b7bbd9659b43096a17fb37afb7b2039.jpg,y
78,IMG20210318012653_jpg.rf.6a478afb8da257a81363f03fffe70ce9.jpg,y
79,IMG_20220808_142957_jpg.rf.3702aa96ffe7f19a00fe08cc01114b5f.jpg,n
80,IMG_20220808_140411_jpg.rf.7e1f59f55a82429e91ed486d179bc8bf.jpg,n
81,IMG_20220815_211924_DRO_jpg.rf.79eae3133025bd65a31f544678344900.jpg,y
82,IMG_20220808_142830_jpg.rf.5fc1150ba278788136d008bc8ad3ae96.jpg,n
83,IMG_20200909_205109_jpg.rf.2733b2fae2a32c9825d1ef4185fe20ea.jpg,y
84,IMG_20220814_105418_jpg.rf.c923ac21e480059f9cb6d118aa79cf64.jpg,y
85,IMG_20220809_205618_jpg.rf.bbb484b29923ce97b3b16547561615fb.jpg,n
86,1660301703497_jpg.rf.37e2093e66536c89583a7346610702b5.jpg,y
87,IMG20210326004735_jpg.rf.7285afd96146dd6d5db61482b875494f.jpg,y
88,05dcbe18-00000003_JPG.rf.394df90d6550a10405ca7bc28f635309.jpg,y
89,IMG_20200830_213622_jpg.rf.c3452fb9e6aca10344b449c433ecaa4d.jpg,y
90,IMG_20210422_221518_jpg.rf.c4acb9c90a0423053182a0e4afe09815.jpg,n
91,IMG_20220809_224852_jpg.rf.c11ee6975eb50fdd1108c313aeaed9e2.jpg,n
